Report No.,Code,Incident Type,Title,Date,Location,Latitude,Longitude,Description,Weapons,Actor Type,Actors,Actor Categories,Unspecified,Pistol,Revolver,Assault Rifle,Rifle,Shotgun,SMG,LMG,HMG,GL,AGL,RPG/ATW,Mortar,ATGM,MANPADS,Hand Grenade,Projected Gren,Rifle Gren,Munition,Ammo,Craft handgun,Craft Rifle,Craft Shotgun,Craft SMG,Craft RPG,Tags,Convergence,Arms Score,Source
9,VNM.2023.10.13.001,Seizure,Man surrenders revolver after shooting rival during debt dispute in Hai Phong,13 October 2023,"An Duong Ward, Le Chan District, Hai Phong",20.8495182278472,106.666026150814,"Nguyen Huu Thang surrendered a converted revolver to police after he fired it during a brawl stemming from a debt dispute in An Duong Ward, Le Chan District, Hai Phong on 7 October 2023. Thang and two others encountered a four-person group led by a woman identified as PTN on Pham Huy Thong Street, An Duong Ward; the two sides began arguing over a pre-existing debt-related grievance, and the confrontation escalated when Thang fired the revolver, wounding one member of PTN's group. Police investigated and detained Thang on 13 October 2023.",1 converted revolver (craft handgun),"Gang
Police","Gang (Nguyen Huu Thang, born 1997); Police (Le Chan District Police Criminal Investigation Team).","Criminal, State",,,,,,,,,,,,,,,,,,,,,1,,,,,"Interpersonal dispute, Conversion",,0.5,https://tuoitre.vn/plo/hai-phong-mau-thuan-tu-vay-no-no-sung-gay-thuong-tich-109756368.htm
0,VNM.2023.10.08.001,Illicit manufacture,Police Arrest Mechanic Who Converted Pellet Guns to Fire Live Ammunition in Dak Lak,08 October 2023,"Cu Yang, Ea Kar, Dak Lak",12.67428353585,108.638444314492,"Police seized nine firearms and over 850 rounds of assorted ammunition when they arrested two members of a gun trafficking network. The first suspect, Hoang Dinh Nam, was a mechanic who converted pellet guns to fire live ammunition. He began doing so in early 2023 out of financial necessity. He bought the weapons for VND 5-7 million and sold them for VND 8-9 million. 

All transactions took place online; the suspect provided his bank details to a buyer before sending a weapon; he used an express delivery or courier service to deliver the goods. The suspect manufactured and sold 13 guns since early 2023, including 2 AK-pattern assault rifles, 1 K54 pistol, 6 revolvers, and 820 bullets of various types.

Nam's testimony led to the arrest of a second suspect, Hoang Van Vu in Hai Phong City, who bought two weapons from Nam to resell them online at a profit. Images showed one revolver, one air rifle, and one shotgun.","2 converted pellet guns, AK-pattern rifle form (craft rifles)
1 converted pellet gun, K54 pistol form (craft handgun)
6 converted pellet guns, revolver form (craft handguns)
850 rounds of ammunition","Criminal Organization
Police",Criminal organization (manufacturer/seller/buyer network); Police,"Criminal, State",,,,,,,,,,,,,,,,,,,,850,7,2,,,,"Crime, Online, Conversion",,14,https://cand.com.vn/Ban-tin-113/tho-co-khi-che-tao-sung-quan-dung-dem-di-ban--i709666/
10,VNM.2023.10.01.001,Seizure,Da Nang airport screening intercepts revolver disguised as tattoo-machine parcel,01 October 2023,"Da Nang International Airport cargo terminal, Hai Chau District, Da Nang",16.05400158242825,108.2027663155397,"Aviation security personnel seized a ZP-5 converted revolver and 6 rounds of ammunition, wrapped in a paper box, inside a parcel labeled as containing a tattoo machine being sent from Da Nang to Binh Duong Province at the cargo terminal of Da Nang International Airport in Hai Chau District, Da Nang on 1 October 2023. The shipment had been checked in by delivery employee Nguyen Manh H. (of Thanh Khe District, Da Nang), an employee of the EMS Buu Dien courier company, who could not produce a required transport permit. This was the third time in about six months that Da Nang Airport screening had intercepted a parcel containing a firearm, following incidents on 14 March and 15 April 2023.","1 ZP-5 converted revolver (craft handgun)
6 rounds of ammunition","Criminal Individual
Other State Agency
Police",Criminal Individual (Nguyen Manh H.); Other State Agency (Da Nang International Airport Aviation Security Center); Police (Hai Chau District Police).,"Criminal, State",,,,,,,,,,,,,,,,,,,,6,1,,,,,Conversion,,0.56,https://www.sggp.org.vn/lien-tiep-phat-hien-cac-vu-van-chuyen-sung-trai-phep-qua-san-bay-da-nang-post708232.html
0,VNM.2023.09.29.001,Surrender/Amnesty,"Residents Surrender Weapons During Amnesty Campaign in Thu Duc, Ho Chi Minh City",29 September 2023,"Thu Duc, HCMC",10.8491020492178,106.768646576179,"Residents of Thu Duc handed over dozens of weapons, including three gas guns and 9 rounds of ammunition during a weapons amnesty organized by the police. Images showed at least one revolver and one pistol.","3 'gas guns' (craft rifles)
9 rounds of ammunition","Civilian Community
Police",Civilian community; Police,"Other, State",,,,,,,,,,,,,,,,,,,,9,,3,,,,,,3.09,https://www.sggp.org.vn/nguoi-dan-giao-nop-nhieu-kiem-ma-tau-sung-post707652.html
0,VNM.2023.09.23.001,Seizure,Police Seize Pistol and Revolver From Drug Dealer in Dong Nai,23 September 2023,"La Hoa, Xuan Dong, Cam My, Dong Nai",10.7640693487755,107.366664480612,"Police seized two firearms and six rounds of ammunition as well as 25 packets of synthetic drugs when they arrested a suspected drug dealer. The suspect said he purchased the drugs from a supplier so that he could sell them on to addicts for a profit.

VietnamNet posted an image of the weapons, showing one pistol and one revolver frame missing key components.","1 pistol 
1 revolver 
6 rounds of ammunition",Criminal Individual,Criminal individual (drug dealer),Criminal,,1,1,,,,,,,,,,,,,,,,,6,,,,,,Crime,Drug trafficking,2.06,https://baophapluat.vn/bat-giu-doi-tuong-tang-tru-trai-phep-chat-ma-tuy-va-2-khau-sung-post489575.html
0,VNM.2023.09.20.001,Seizure,Police Seize Revolver Used in Bookstore Robbery in Dong Nai,20 September 2023,"Phuoc Thai, Long Thanh, Dong Nai",10.6821635193449,107.024767538324,"Police seized a revolver when they arrested a man suspected of using it to rob a bookstore in Phước Thái, Long Thành, Dong Nai Province. The suspect confessed to purchasing the weapon over social media with the intention of using it to rob businesses.",1 revolver ,Criminal Individual,Criminal individual,Criminal,,,1,,,,,,,,,,,,,,,,,,,,,,,"Crime, Online",,1,https://vietgiaitri.com/dung-sung-khong-che-chu-va-nhan-vien-nha-sach-de-cuop-tai-san-20230927i6991163/
0,VNM.2023.09.19.001,Seizure,Police Seize Two Pistols From Drug and Arms Trafficking Ring Near Laos Border in Son La,19 September 2023,"Muong Sai, Song Ma, Son La",20.9780538530054,103.996434945367,"Police seized two pistols and 35 rounds of ammunition along with 1.5 kg of heroine, 2 kg of crystal meth, and over 3,000 pills when they arrested a suspected drug trafficker. His arrest led to two more people being arrested as part of a suspected drug and arms trafficking ring bringing in contraband from Laos. ","2 pistols (real, unspecified)
35 rounds of ammunition","Criminal Organization
Police",Criminal organization (drug and arms trafficking ring); Police,"Criminal, State",,2,,,,,,,,,,,,,,,,,,35,,,,,,"Crime, Smuggling",Drug trafficking,2.35,https://baophapluat.vn/bat-doi-tuong-mang-theo-2-khau-sung-quan-dung-van-chuyen-hon-30000-vien-ma-tuy-post489185.html
0,VNM.2023.09.19.002,Seizure,Police Seize Two Revolvers From Suspected Criminal Figure in Da Nang,19 September 2023,"Nam Tran street, Hoa Minh, Da Nang City",16.0606208628924,108.171562709534,"Police seized two revolvers and six rounds of ammunition when they arrested a suspected criminal figure in Da Nang. Police ambushed the suspect's vehicle near a karaoke lounge and found the weapons during their inspection of the car. The suspect confessed to purchasing the weapons online in 2022 for self protection. The report did not specify the suspect's criminal activities beyond the illegal firearm possession, though it suggested he was well-connected within Da Nang's criminal underworld.

HCMC Police reported that the arrest took place after police received information that criminal figures were able to arm themselves. Image showed two revolvers and six rounds of ammo. ","2 revolvers
6 rounds of ammunition","Criminal Organization
Police",Criminal organization (well-connected criminal figure); Police,"Criminal, State",,,2,,,,,,,,,,,,,,,,,6,,,,,,"Crime, Online",,2.06,https://baophapluat.vn/bat-doi-tuong-com-can-nhieu-tien-an-o-da-nang-thu-giu-2-khau-sung-post488678.html
0,VNM.2023.09.17.001,Illicit transfer,Police Dismantle Cross-Province Arms Trafficking Network Buying Weapons Over Facebook in Binh Thuan,17 September 2023,"Group 1, Dan Hiep, Ham Kiem, Ham Thuan Nam, Binh Thuan",10.9024022196084,108.007979398874,"Police from several provinces seized 14 firearms and arrested six suspects when they took down a suspected arms trafficking network. One suspect, Nguyen Thanh Dong, bought weapons over Facebook; police seized two rifles, three handguns, and around 284 rounds of ammunition from his residence. Images showed one high quality air rifle, two revolvers (possible ZP-5s), and one revolver frame.","1 air rifle (craft rifle)
1 rifle (unspecified)
2 possible converted 'ZP-5' revolvers (craft handguns)
1 revolver
9 unspecified firearms
284 rounds of ammunition","Criminal Organization
Police",Criminal organization (arms trafficking network); Police,"Criminal, State",9,,1,,1,,,,,,,,,,,,,,,284,2,1,,,,"Crime, Online, Conversion",,17.84,https://baolamdong.vn/bat-doi-tuong-trong-duong-day-che-tao-vu-khi-368080.html
0,VNM.2023.09.17.002,Illicit manufacture,Police Dismantle Online Firearm Modification Network in Binh Duong,17 September 2023,"Thuan An, Binh Duong",10.9358773308802,106.713044505763,"Police seized eight handguns, 41 rounds of ammunition, and several gun components when they arrested three members of a suspected network that modified, bought, and sold firearms online. Two of the suspects had defined roles in the network: one converted weapons to fire live ammunition and advertised them online while the other arranged deliveries. The third suspect was a buyer. The suspects operated on social media. Images showed six ZP-5 revolvers, one craft production pistol, one crude craft production handgun, and several rounds of ammunition.

Pha Pluat HCM reported that follow-up investigations led to the seizure or an additional 1 firearm and 47 rounds of ammunition as well as the arrest of two more suspects, likely buyers in the network.","6 converted 'ZP-5' revolvers (craft handguns)
2 craft production pistols/handguns (craft handguns)
1 unspecified firearm (follow-up seizure, no evidence)
88 rounds of ammunition","Criminal Organization
Police",Criminal organization (firearm modification network); Police,"Criminal, State",1,,,,,,,,,,,,,,,,,,,88,8,,,,,"Crime, Online, Conversion",,5.88,https://baophapluat.vn/bat-3-nghi-can-che-tao-sung-de-ban-tren-mang-post488668.html
8,VNM.2023.09.03.001,Seizure,Carbine rifle found buried in forest leads to arrests in Gia Lai,03 September 2023,"Ia Pa District, Gia Lai",13.525611693449,108.459920656263,"Police seized a Carbine M2 rifle and dozens of rounds of ammunition from Dinh Kor and Rmah Bron on 3 September 2023. They said they had found the rifle and ammunition while farming near a forest in Ia Pa District, Gia Lai and buried them for safekeeping. A court in Gia Lai sentenced Kor to 30 months and Bron to 24 months in December 2023 for illegal possession of a military weapon; Bron was also separately fined VND 15 million for illegal possession of a hunting gun.",1 Carbine M2 rifle; 36 rounds of ammunition.,"Criminal Individual
Police","Criminal Individual (Dinh Kor, born 1989; Rmah Bron, born 1985); Police (Ia Pa District Police, Gia Lai Provincial Police Security Investigation Agency).","Criminal, State",,,,,1,,,,,,,,,,,,,,,36,,,,,,,,3.36,https://dantri.com.vn/phap-luat/bat-giu-2-doi-tuong-cat-giau-sung-quan-dung-cung-nhieu-vien-dan-20230903104604408.htm
6,VNM.2023.08.29.001,Illicit manufacture,Nationwide air-rifle manufacturing and sales ring traced to Hanoi trafficker,29 August 2023,"Thanh Cao Commune, Thanh Oai District, Hanoi",20.8848577545174,105.749427066473,"Police seized 4 assembled air rifles, 290 rounds of sporting ammunition, 11kg of lead pellets, and hundreds of unassembled gun components when they arrested Nguyen Van Vu at his home in Thanh Cao Commune, Thanh Oai District, Hanoi on 29 August 2023. The arrest stemmed from a March 2023 case in Pleiku, Gia Lai, in which police seized a military-pattern gun, an air-powered gun, and a hunting gun from Tran Quoc Khuong, who told investigators he had bought a hunting gun and 16 rounds from a seller on Zalo; tracing that seller led investigators to Vu over several months, and from Vu to three further Hanoi-area suspects — Vu Van Hai, Nguyen Van Trieu, and Nguyen Trung Ban — arrested by 3 September 2023 with 3 more assembled guns, 18 rounds, and 625 additional components.

The wider investigation ultimately charged 37 defendants across 15 provinces, identifying Hai and Ban as ring leaders who commissioned machine shops in Hanoi and Bac Giang to manufacture gun components, which core members assembled and sold via Zalo, Facebook, and YouTube, shipping components split across multiple parcels and couriers to avoid detection. Images of several rifles showed production patterns consisted with CNC machining.

The final court tally recorded 33 firearms legally classified as military-pattern weapons and 5 additional air/sporting guns (38 functional firearms, plus 7 recovered non-functional guns), 832 rounds of sporting ammunition, 969 rounds and 11kg of additional lead pellets, and 1,974 unassembled components; in September 2025 the Gia Lai court sentenced Hai to 14 years, Ban to 10 years, Vu to 12 years 6 months, and Trieu to 12 years, with the remaining defendants — mostly buyers who purchased complete or component guns for hunting — receiving sentences from 15 months to 8 years.","38 craft rifles, 7 unspecified firearms
1,801 rounds of ammunition
1,974 unassembled gun components.","Criminal Organization
Police","Criminal Organization (Nguyen Van Vu, born 1993; Vu Van Hai, born 1997; Nguyen Trung Ban, born 1990; Nguyen Van Trieu, born 1998; Nguyen Thi Kim Oanh, born 1996; Tran Quoc Khuong, born 1994; 37 total defendants across 15 provinces); Police (Pleiku City Police, Gia Lai Provincial Security Investigation Agency, Hanoi Police, Ministry of Public Security Cybersecurity and High-Tech Crime Prevention Department).","Criminal, State",7,,,,,,,,,,,,,,,,,,,1801,,38,,,,"Online, Crime, CNC",,63.010000000000005,https://cand.vn/bat-7-doi-tuong-trong-duong-day-mua-ban-sung-dan-lien-tinh-post707158.html
0,VNM.2023.08.27.001,Illicit use/possession,Man Sentenced for Shooting Victim With Air Rifle in Phu Yen,27 August 2023,"Phu Thanh, Tuy Hoa City, Phu Yen",13.0536733167969,109.327290238572,"People's Court of Phu Yen province sentenced a man for shooting a victim with an air rifle in Phu Thanh, Tuy Hoa City in August 2023. The suspect drove by a group of individuals, one of whom resembled an individual he previously had an altercation with. Following an initial argument with the individuals, he retreived an air rifle from his residence and returned to the group, shooting one individual in the neck. He fled and disposed the weapon at the Ham Nuoc market before taking a bus to HCMC. He then disposed his SIM card and fled to Cambodia.",1 air rifle (craft rifle),Criminal Individual,Criminal individual,Criminal,,,,,,,,,,,,,,,,,,,,,,1,,,,Crime,,1,https://baophapluat.vn/lanh-6-nam-tu-vi-dung-sung-hoi-ban-nguoi-post540751.html
0,VNM.2023.08.25.001,Seizure,Police Seize Nine Firearms and Grenades From Residence Search in Quang Ngai,25 August 2023,"Ha Nhai Bac, Tinh Ha, Son Tinh, Quang Ngai",15.1621143028447,108.767043932826,"Police seized 9 firearms, 2 hand grenades, 579 rounds of ammunition, rifle pellets, and other weapons as well as drugs when they arrested an individual and inspected his residence after receiving a tip-off. An image showed one Colt 1911 pistol, three revolvers, two craft production hanguns, one hand grenade, one training grenade, at least two gun components, and assorted ammunition ","1 Colt 1911 pistol
3 revolvers 
2 craft production handguns (craft handguns)
3 unspecified firearms
2 hand grenades (incl. 1 training, possibly inert)
579 rounds of ammunition",Criminal Individual,Criminal individual,Criminal,3,1,3,,,,,,,,,,,,,2,,,,579,2,,,,,Crime,,23.79,https://tuoitre.vn/cong-an-phat-hien-nguoi-tang-tru-sung-ar15-nguoi-giau-8-khau-sung-20230901153626646.htm
0,VNM.2023.08.23.001,Seizure,Police Seize AR-Pattern Rifle and Air Rifle From Personal Dispute Suspect in Quang Ngai,23 August 2023,"Nang Tay 3 Village, Nghia Phuong, Tu Nghia, Quang Ngai",15.0575341797142,108.842825170038,"Police seized one AR-pattern assault rifle, one craft production air gun, 21 rounds of ammunition, and rifle pellets when they inspected the rented room of a suspect. The suspect had acquired the weapons in order to resolve a personal conflict. 

Images posted by Thanh Nien showed what appeared to be one shortened M16A1 assault rifle, one high-quality air rifle, and four rounds of ammunition. ","1 M16A1 assault rifle
1 air rifle (craft rifle)
21 rounds of ammunition",Criminal Individual,Criminal individual,Criminal,,,,1,,,,,,,,,,,,,,,,21,,1,,,,Crime,,6.21,https://tuoitre.vn/cong-an-phat-hien-nguoi-tang-tru-sung-ar15-nguoi-giau-8-khau-sung-20230901153626646.htm
0,VNM.2023.08.21.001,Seizure,Police Seize Pistol During Vehicle Checkpoint in Lao Cai,21 August 2023,"Aristo hotel, Kim Tan, Lao Cai",22.4819095023029,103.977137254894,Police seized one pistol and 24 rounds of ammunition along with a moderate quantity cannabis when they inspected a suspect's car. The suspect confessed to borrowing the car and preparing the pistol and cannabis himself. Image showed the pistol and ammunition.,"1 pistol (unspecified)
24 rounds of ammunition",Criminal Individual,Criminal individual,Criminal,,1,,,,,,,,,,,,,,,,,,24,,,,,,Crime,,1.24,https://baoquangninh.vn/tai-xe-lexus-tu-ha-noi-len-lao-cai-mang-theo-sung-va-ma-tuy-3255890.html
0,VNM.2023.08.15.002,Seizure,Police Seize Craft Pistol and Revolver From Drug Suspect's Residence in Can Tho,15 August 2023,"145 Xo Viet Nghe Tinh, Phuong 6, Soc Trang City, Can Tho",9.6077295420495,105.972813511284,"Police seized two firearms and 38 rounds of ammunition along with a sachet of suspected crystal meth when they inspected the residence of drug suspect Nguyen Be Tam in Phuong 6, Soc Trang City, Can Tho on 15 August 2023. Image showed one craft production pistol, one revolver, and several rounds of ammo.","1 craft pistol
1 ZP-5 converted revolver 
38 rounds of ammunition",Criminal Individual,Criminal individual (drug user),Criminal,,,,,,,,,,,,,,,,,,,,38,2,,,,,"Crime, Conversion",,1.38,https://baophapluat.vn/bat-qua-tang-doi-tuong-giau-trong-nha-boc-ma-tuy-da-cung-2-khau-sung-post484781.html
0,VNM.2023.08.12.001,Illicit manufacture,Police Intercept 3D-Printed Handguns Shipped Through Da Nang Post Office,12 August 2023,"Economy Delivery Post Office, Hoa Hiep Nam, Lien Chieu District, Da Nang",16.1073720866804,108.131363752644,"Police seized four 3D-printed handguns after they were intercepted at a Da Nang post office on 12 August 2023. The weapons had been produced by Pham Ngoc Son who found foreign websites online with instructions for 3D printed firearms in July 2023.The suspect ordered 3D printing equipment and collected these designs with the intent of producing and selling weapons within Vietnam online. The suspect printed the weapon frame and added a brass barrel, delivering the weapons to clients via a courier service. The shipment was intercepted through coordination between the Investigation Security Agency and the Post Office. Upon arrest, Son confessed that he produced and sold 10 guns for online customers at a fixed price of VND 900,000 per gun. Images showed the deringer-style printed handguns.

Following this incident, the Da Nang Police Investigation Agency requested that 3D printing establishments strictly comply with legal regulations on printing services and absolutely not assist individuals in printing military weapon components. The police also urged residents to strictly comply with legal regulations on the management and use of military weapons; and to voluntarily and responsibly report, declare, and surrender military weapons",4 deringer-style 3D-printed handguns (craft handguns),"Criminal Individual
Other State Agency","Criminal individual (manufacturer); Other State Agency (Investigation Security Agency, Post Office)","Criminal, State",,,,,,,,,,,,,,,,,,,,,4,,,,,"Crime, Online, 3D Printing",,2,https://baoquangninh.vn/thanh-nien-mua-may-in-3d-de-che-tao-sung-3255550.html
1,VNM.2023.08.03.001,Illicit transfer,Couple caught reselling online-bought handgun in Dong Nai,03 August 2023,"Bac Son Commune, Trang Bom District, Dong Nai",20.6144563165991,106.290089195511,"Police seized one military-pattern handgun and six rounds of ammunition from Nguyen Minh Tri and Nguyen Thi Ngoc Phuong after stopping the pair on a motorbike in Bac Son Commune, Trang Bom District, Dong Nai, on 3 August 2023. Officers on routine patrol found the weapon and ammunition inside a bag Tri was carrying. Tri admitted buying the gun online from an unidentified seller and was in the process of reselling it to another buyer when he was caught.","1 ZP-5 converted revolver
6 rounds of .22 caliber ammunition.","Criminal Individual
Police","Criminal Individual (Nguyen Minh Tri, born 2001 — perpetrator, detained; Nguyen Thi Ngoc Phuong, born 2005 — detained); Police (Bac Son Commune Police, Trang Bom District, Dong Nai).","Criminal, State",,,,,,,,,,,,,,,,,,,,6,1,,,,,"Crime, Online, Conversion",,0.56,https://cand.vn/len-mang-mua-sung-quan-dung-roi-mang-di-ban-post702599.html
1,VNM.2023.07.29.001,Seizure,Police seize four firearms and improvised explosives during large brawl in Tien Giang,29 July 2023,"Rach Mieu Bridge, My Tho City, Tien Giang",10.4407727009783,105.701771582443,"Police fired multiple warning shots to stop six vehicles carrying 31 men armed with four firearms, an improvised explosive device, and other weapons on Rach Mieu Bridge in My Tho City, Tien Giang, on 29 July 2023. The group — mostly residents of Ben Tre, along with others from Vinh Long, Hau Giang, Long An, Soc Trang, and Dong Thap — traveled to confront a rival group from Vinh Long in a dispute over unpaid loans. Sixteen of the 31 men tested positive for narcotics; a follow-up search two days later of the home of Ho Thiet Tuong, described as a key figure in the network, recovered two more rounds of ammunition and a second improvised explosive device.","3 converted blank-firing 9mm pistols
1 unspecified firearm
27 rounds of 9mm ammunition
2 improvised explosive devices.","Gang
Police","Gang (31 men aged 24–36, primarily from Ben Tre, arrested; Ho Thiet Tuong, born 1995 — identified as a key figure, arrested); Police (Tien Giang Provincial Police Criminal Police Department, Mobile Police, Traffic Police; Ben Tre Provincial Police).","Criminal, State",1,,,,,,,,,,,,,,,,,,2,27,3,,,,,"Crime, Gang violence",Illicit business,22.77,https://cand.vn/bat-31-doi-tuong-cung-nhieu-sung-dan-o-tien-giang-ngan-chan-kip-thoi-vu-hon-chien-post702042.html
6,VNM.2023.07.28.001,Seizure,Police seize CZ75 pistol bought online from man following deadly domestic dispute in Khanh Hoa,28 July 2023,"Ninh Hiep Ward, Ninh Hoa Town, Khanh Hoa",12.4927063541091,109.129356087128,"Phan Thanh Dung used a CZ75 pistol, bought online along with a separate converted revolver, to shoot Đ.P.Đ (52), the father of his former partner, and Đ.T.A (26) following a breakup and ongoing dispute with the family in Ninh Hiep Ward, Ninh Hoa Town, Khanh Hoa on 28 July 2023. Bystanders overpowered Dung as he tried to flee, and he wounded one pursuer with a knife before being subdued; police recovered the pistol at the scene. Dung was later convicted of murder and of illegally possessing and using a military weapon, and sentenced to a combined 17 years in prison.","1 CZ75-pattern pistol
1 converted revolver
28 rounds of ammunition.","Criminal Individual
Police","Criminal Individual (Phan Thanh Dung, born 1994); Police (Ninh Hoa Town Police, Khanh Hoa Provincial Police Investigation Agency).","Criminal, State",,1,,,,,,,,,,,,,,,,,,28,1,,,,,"Interpersonal dispute, Online, Conversion",,1.78,https://tuoitre.vn/nld/phap-luat/xac-dinh-nghi-pham-no-sung-khien-2-nguoi-bi-thuong-o-khanh-hoa-20230729175210637.htm
1,VNM.2023.07.21.001,Seizure,Revolver hidden inside teddy bear seized from An Giang man,21 July 2023,"Binh Hoa Commune, Chau Thanh District, An Giang",10.4637737302345,105.345797490295,"Police seized one revolver-type handgun hidden inside a stuffed teddy bear and 22 rounds of ammunition along with several blunt and bladed weapons from Nguyen Thanh Phat during an administrative search of his home in Binh Hoa Commune, Chau Thanh District, An Giang, on 21 July 2023. The arrest was prompted by a tip-off from a resident. Phat admitted buying the revolver and ammunition online for VND 3 million to keep for personal protection, and forensic analysis by the Ministry of Public Security's forensic science sub-institute confirmed the weapon was a military-pattern firearm; the case remains under investigation by Chau Thanh District Police and the An Giang Provincial Security Investigation Department.","1 ZP-5 converted revolver
22 rounds of ammunition.","Criminal Individual
Police","Criminal Individual (Nguyen Thanh Phat, born 1989 — perpetrator, detained); Police (Chau Thanh District Investigation Police, An Giang Provincial Security Investigation Department).","Criminal, State",,,,,,,,,,,,,,,,,,,,22,1,,,,,"Crime, Online, Conversion",,0.72,https://cand.vn/mua-sung-quan-dung-tren-mang-xa-hoi-de-phong-than-post701353.html
9,VNM.2023.07.16.001,Seizure,Five men detained after opening fire on rival during bar brawl in Long An,16 July 2023,"Ward 6, Tan An City, Long An",10.5448425228217,106.386609262405,"Police seized two craft revolvers and 10 rounds of ammunition after Pham Minh Tien and four associates opened fire on a rival during a brawl at a bar in Ward 6, Tan An City, Long An on 16 July 2023. The incident erupted over a personal dispute with T.V.D. The suspects attempted to settle the matter at bar, but the two sides argued and fought. Tien's group fired two shots at D. with a homemade gun, missing him, though D. was beaten and hospitalized with a head injury.

Police recovered and confirmed the weapons functioned similarly to military firearms. On 4 January 2024, police formally charged and detained Tien, Minh, Thu, and Lam, while Tu -- already held on a separate charge by Thu Thua District Police -- was charged in custody.","2 converted revolvers (craft handguns)
10 rounds of ammunition","Gang
Police","Gang (Pham Minh Tien; Pham Dinh Tu; Le Nhut Minh; Nguyen Ngoc Thanh Thu; Nguyen Thanh Lam); Police (Tan An City Police Criminal Investigation Team, Long An Provincial Police Investigative Security Department, Thu Thua District Police).","Criminal, State",,,,,,,,,,,,,,,,,,,,10,2,,,,,"Interpersonal dispute, Gang violence, Conversion",,1.1,https://tuoitre.vn/plo/no-sung-trong-quan-nhau-o-long-an-5-nguoi-bi-bat-giam-109770169.htm
10,VNM.2023.07.05.001,Seizure,Teenager who bought gun online amid feud detained in An Giang,05 July 2023,"Ap Phu An II, Binh Hoa Commune, Chau Thanh District, An Giang",10.59829105682501,105.3064074972363,"Police seized a ZP-5 converted revolver and two rounds of ammunition from Cao Nguyen Hoang Phuc (19, of Binh Hoa Commune) at a relative's home in Ap Phu An II, Binh Hoa Commune, Chau Thanh District, An Giang around 5 July 2023. Fearing retaliation from a rival group of young men he and Huynh Quoc Binh (16, also of Binh Hoa Commune) had feuded with, Phuc bought the ZP-5 pistol and four rounds online about a month earlier for VND 3.5 million, then test-fired two rounds in a nearby field before storing it at home.

Binh borrowed the gun from Phuc and hid it at a relative's house in Ap Phu An II; when police arrived to conduct an administrative inspection there, Binh fled but later turned himself in to Chau Thanh District Police. An Giang Provincial Police Investigative Security Department ordered Phuc's emergency criminal detention on 5 July for illegal possession, use, and trading of a military-grade weapon. Binh, being under the age of criminal responsibility, was released to his family's custody pending further investigation.","1 ZP-5 converted revolver (craft handgun)
2 rounds of ammunition","Gang
Police","Gang (Cao Nguyen Hoang Phuc, born 2004; Huynh Quoc Binh, born 2007); Police (An Giang Provincial Police Investigative Security Department, Chau Thanh District Police).","Criminal, State",,,,,,,,,,,,,,,,,,,,2,1,,,,,"Online, Interpersonal dispute, Gang violence, Conversion",,0.52,https://www.sggp.org.vn/an-giang-tam-giu-thanh-nien-19-tuoi-len-mang-mua-sung-de-phong-than-post696181.html
9,VNM.2023.06.24.001,Seizure,Two teenagers arrested over online-purchased ZP-5 handgun in An Giang,24 June 2023,"Binh Hoa Commune, Chau Thanh District, An Giang",9.88185151552991,105.179037606244,"Police seized a ZP-5 converted revolver and two rounds of ammunition from Cao Nguyen Hoang Phuc and Huynh Quoc Binh, who were feuding with another group of youths in Chau Thanh District, An Giang, on 24 June 2023. Due to a dispute with a rival group, Phuc bought the ZP-5 handgun and four rounds online in early June 2023 for VND 3.5 million, then test-fired two rounds in a field before storing it at home.

On the night of 21 June, Binh borrowed the gun from Phuc and hid it at a relative's home in Binh Hoa Commune, Chau Thanh District; when police conducted an administrative check there on 24 June, Binh fled but later turned himself in on 3 July. Police recovered the handgun, two rounds, and two spent casings from the relative's home, along with other dangerous weapons.","1 converted ZP-5 revolver (craft handgun), 2 rounds of ammunition","Gang
Police","Gang (Cao Nguyen Hoang Phuc, born 2004; Huynh Quoc Binh, born 2007); Police (An Giang Provincial Police Investigative Security Department).","Criminal, State",,,,,,,,,,,,,,,,,,,,2,1,,,,,"Interpersonal dispute, Online, Conversion",,0.52,https://tuoitre.vn/plo/bi-tam-giu-hinh-su-vi-mua-sung-dan-de-phong-than-109740878.htm
0,VNM.2023.06.21.001,Seizure,Police Seize Nine Firearms Including Converted Revolver From Gang Supplying Weapons From Dak Lak to Binh Dinh,21 June 2023,"Tuy Phuoc, Binh Dinh",13.830443467658,109.143665355182,"Police seized ""7 military guns, 1 artillery gun, 1 rubber bullet gun"" and 87 rounds of ammunition when they arrested five suspected gang members who used firearms in their disputes. One suspect was thought to specialize in supplying weapons to gangs. The suspects confessed to ""having colluded to buy and sell guns with subjects in Dak Lak province."" An image showed a ZP-5 revolver with five rounds of ammunition.","7 'military guns' (unspecified)
1 'cap gun' (presumed converted/craft handgun)
1 'rubber bullet gun' (presumed converted/craft handgun)
87 rounds of ammunition","Gang
Police",Gang; Police,"Criminal, State",8,,,,,,,,,,,,,,,,,,,87,1,,,,,"Crime, Conversion, Gang violence",,9.37,https://www.sggp.org.vn/bat-4-doi-tuong-mua-nhieu-sung-dan-tu-dak-lak-post694838.html
